Date,Adj Close,Close,High,Low,Open,Volume
2024-07-09,84619.203125,87800.0,88200.0,86900.0,87800.0,21336201
2024-07-10,84619.203125,87800.0,88000.0,87100.0,87600.0,17813847
2024-07-11,84426.4453125,87600.0,88800.0,86700.0,88500.0,24677608
2024-07-12,81342.3828125,84400.0,86100.0,84100.0,85900.0,26344386
2024-07-15,83559.046875,86700.0,87300.0,84100.0,84700.0,25193080
2024-07-16,84522.8203125,87700.0,88000.0,86700.0,86900.0,16166688
2024-07-17,83559.046875,86700.0,88000.0,86400.0,87100.0,18186490
2024-07-18,83751.796875,86900.0,86900.0,83800.0,83800.0,24721790
2024-07-19,81342.3828125,84400.0,86100.0,84100.0,85600.0,18569122
2024-07-22,79993.0859375,83000.0,84900.0,82600.0,84400.0,18987560
2024-07-23,80860.4921875,83900.0,84700.0,83400.0,84200.0,15766389
2024-07-24,79029.328125,82000.0,83300.0,81900.0,82900.0,16939083
2024-07-25,77487.2890625,80400.0,81000.0,80100.0,80400.0,20323811
2024-07-26,77969.171875,80900.0,81300.0,80400.0,80700.0,14508334
2024-07-29,78258.296875,81200.0,82000.0,81100.0,81600.0,12797136
2024-07-30,78065.5546875,81000.0,81000.0,80000.0,80400.0,13169636
2024-07-31,80860.4921875,83900.0,83900.0,80900.0,81200.0,20744323
2024-08-01,80089.4765625,83100.0,86100.0,83100.0,86000.0,20900338
2024-08-02,76716.2578125,79600.0,81400.0,79500.0,81000.0,25800275
2024-08-05,68813.328125,71400.0,76900.0,70200.0,76700.0,54608790
2024-08-06,69873.484375,72500.0,75300.0,72300.0,74900.0,47295226
2024-08-07,71993.7890625,74700.0,76000.0,72800.0,73000.0,32710428
2024-08-08,70740.875,73400.0,73900.0,72500.0,73200.0,28414729
2024-08-09,71993.7890625,74700.0,75800.0,74200.0,75700.0,16388222
2024-08-12,72764.8046875,75500.0,75900.0,74800.0,75200.0,9839259
2024-08-13,73343.0703125,76100.0,76600.0,75500.0,76500.0,10716261
2024-08-14,74403.2109375,77200.0,77800.0,77000.0,77400.0,13246168
2024-08-16,77294.53125,80200.0,80200.0,78700.0,79400.0,22061478
2024-08-19,75463.3671875,78300.0,80100.0,78000.0,80100.0,14146565
2024-08-20,76041.6328125,78900.0,79800.0,78700.0,79500.0,10683836
2024-08-21,75463.3671875,78300.0,78600.0,77800.0,77900.0,7805598
2024-08-22,75463.3671875,78300.0,78900.0,77800.0,78700.0,8149101
2024-08-23,74885.1015625,77700.0,78400.0,77500.0,77700.0,9420306
2024-08-26,73343.0703125,76100.0,78200.0,76000.0,78100.0,15655938
2024-08-27,73053.9375,75800.0,76500.0,75600.0,75700.0,11130145
2024-08-28,73632.1953125,76400.0,76400.0,75400.0,75800.0,9794514
2024-08-29,71319.140625,74000.0,74700.0,73500.0,73600.0,16884479
2024-08-30,71608.2734375,74300.0,75000.0,74100.0,74400.0,16358520
2024-09-02,71704.6484375,74400.0,74700.0,73500.0,74500.0,12641376
2024-09-03,69873.484375,72500.0,74300.0,72500.0,74100.0,16314599
2024-09-04,67464.0546875,70000.0,71100.0,69800.0,69800.0,27366563
2024-09-05,66500.28125,69000.0,71200.0,69000.0,70100.0,25686769
2024-09-06,66403.90625,68900.0,69700.0,68000.0,69100.0,19022299
2024-09-09,65054.625,67500.0,68200.0,66600.0,66900.0,23263298
2024-09-10,63801.7265625,66200.0,67300.0,66000.0,67000.0,30651376
2024-09-11,62548.8203125,64900.0,65500.0,64200.0,65100.0,35809707
2024-09-12,63898.09375,66300.0,66600.0,65200.0,66000.0,35884106
2024-09-13,62066.93359375,64400.0,65500.0,64300.0,65000.0,25045135
2024-09-19,60814.03125,63100.0,64400.0,62200.0,64000.0,49402713
2024-09-20,60717.65234375,63000.0,64700.0,63000.0,63800.0,32746056
2024-09-23,60332.140625,62600.0,63500.0,62200.0,62300.0,28542376
2024-09-24,60910.40234375,63200.0,63400.0,62400.0,62800.0,26957500
2024-09-25,59946.62890625,62200.0,64200.0,62200.0,63800.0,28652438
2024-09-26,62356.0625,64700.0,64900.0,63700.0,63900.0,37566015
2024-09-27,62221.34375,64200.0,65400.0,64200.0,64700.0,28433030
2024-09-30,59604.5625,61500.0,64300.0,61500.0,64200.0,32694163
2024-10-02,59410.72265625,61300.0,61900.0,59900.0,60500.0,28473536
2024-10-04,58732.296875,60600.0,61700.0,60500.0,61000.0,24247578
2024-10-07,59119.96875,61000.0,61900.0,59500.0,60200.0,35066533
2024-10-08,58441.546875,60300.0,61000.0,59900.0,60000.0,27411786
2024-10-10,57084.6875,58900.0,60200.0,58900.0,60100.0,45262214
2024-10-11,57472.36328125,59300.0,60100.0,59000.0,59100.0,29623969
2024-10-14,57472.36328125,59300.0,61200.0,59400.0,59500.0,20886249
2024-10-15,59119.96875,61000.0,61400.0,60100.0,61100.0,22715239
2024-10-16,57666.19921875,59500.0,60000.0,59200.0,59400.0,23303268
2024-10-17,57860.03515625,59700.0,60100.0,59100.0,59400.0,23372873
2024-10-18,57375.4453125,59200.0,60100.0,59100.0,59900.0,14420260
2024-10-21,57181.609375,59000.0,59600.0,58500.0,59000.0,18514905
2024-10-22,55921.6796875,57700.0,58900.0,57700.0,58800.0,27582527
2024-10-23,57278.52734375,59100.0,60000.0,57100.0,57500.0,27300780
2024-10-24,54855.578125,56600.0,58500.0,56600.0,58200.0,31499922
2024-10-25,54177.15625,55900.0,56900.0,55800.0,56000.0,25829315
2024-10-28,56309.3515625,58100.0,58500.0,55700.0,55700.0,27775009
2024-10-29,57763.1171875,59600.0,59600.0,57300.0,58000.0,28369314
2024-10-30,57278.52734375,59100.0,59800.0,58600.0,59100.0,19838511
2024-10-31,57375.4453125,59200.0,61200.0,58300.0,58500.0,35809196
2024-11-01,56503.18359375,58300.0,59600.0,58100.0,59000.0,19083180
2024-11-04,56890.86328125,58700.0,59400.0,58400.0,58600.0,15586947
2024-11-05,55824.75390625,57600.0,58100.0,57200.0,57800.0,17484474
2024-11-06,55534.00390625,57300.0,58000.0,56300.0,57600.0,22092218
2024-11-07,55534.00390625,57300.0,58100.0,56800.0,56900.0,17043102
2024-11-08,55243.25390625,57000.0,58300.0,57000.0,58000.0,13877396
2024-11-11,53304.890625,55000.0,56800.0,55000.0,56700.0,29811326
2024-11-12,51366.53515625,53000.0,54600.0,53000.0,54600.0,37962881
2024-11-13,49040.5,50600.0,53000.0,50500.0,52000.0,52527995
2024-11-14,48362.07421875,49900.0,51800.0,49900.0,50200.0,48510715
2024-11-15,51851.1171875,53500.0,54200.0,50300.0,50300.0,46774485
2024-11-18,54952.4921875,56700.0,57500.0,55900.0,57000.0,48095234
2024-11-19,54564.82421875,56300.0,57500.0,55900.0,56500.0,31539632
2024-11-20,53595.64453125,55300.0,56500.0,54800.0,56100.0,20864667
2024-11-21,54661.7421875,56400.0,56900.0,54700.0,54900.0,19096850
2024-11-22,54274.07421875,56000.0,56700.0,55900.0,56000.0,15281543
2024-11-25,56115.5078125,57900.0,57900.0,56700.0,57400.0,36237325
2024-11-26,56503.18359375,58300.0,58900.0,57500.0,57900.0,23209405
2024-11-27,54564.82421875,56300.0,57800.0,56000.0,57700.0,21808387
2024-11-28,53789.484375,55500.0,56400.0,55200.0,56000.0,20001134
2024-11-29,52529.546875,54200.0,55300.0,53800.0,55100.0,24513531
2024-12-02,51948.0390625,53600.0,54400.0,53100.0,54300.0,22044867
2024-12-03,51948.0390625,53600.0,54400.0,53100.0,53100.0,23374603
2024-12-04,51463.4453125,53100.0,53400.0,52000.0,52000.0,29004766
2024-12-05,52044.9609375,53700.0,54400.0,53200.0,53200.0,23588277
2024-12-06,52432.6328125,54100.0,54400.0,52700.0,53900.0,22861874
2024-12-09,51754.20703125,53400.0,54600.0,53200.0,53500.0,26227680
2024-12-10,52335.71484375,54000.0,54500.0,53700.0,54500.0,20783970
2024-12-11,52335.71484375,54000.0,54200.0,53400.0,53600.0,14565947
2024-12-12,54177.15625,55900.0,56500.0,53900.0,54000.0,33476698
2024-12-13,54370.98046875,56100.0,56300.0,55500.0,55800.0,15908823
2024-12-16,53886.40234375,55600.0,56600.0,55200.0,56300.0,15277277
2024-12-17,52529.546875,54200.0,55200.0,54000.0,54700.0,20215230
2024-12-18,53207.97265625,54900.0,55400.0,54000.0,54100.0,13698937
2024-12-19,51463.4453125,53100.0,53800.0,53100.0,53500.0,22481925
2024-12-20,51366.53515625,53000.0,53100.0,51900.0,52700.0,24674774
2024-12-23,51851.1171875,53500.0,54000.0,53300.0,53400.0,13672650
2024-12-24,52723.3828125,54400.0,54500.0,53600.0,53700.0,11634677
2024-12-26,51948.0390625,53600.0,54600.0,53500.0,54500.0,10517075
2024-12-27,52399.83203125,53700.0,54100.0,53200.0,53500.0,10747196
2024-12-30,51911.9296875,53200.0,54000.0,53100.0,53300.0,12624702
