Date,Adj Close,Close,High,Low,Open,Volume,MA20,MA60,Daily_Return
2024-01-10,70299.1796875,73600.0,75200.0,73200.0,75000.0,20259529,75270.0,72110.0,-1.4725568942436373
2024-01-11,69917.1484375,73200.0,73600.0,72700.0,72900.0,57691266,75280.0,72208.33333333333,-0.5434782608695676
2024-01-12,69821.625,73100.0,74100.0,72800.0,73000.0,13038939,75260.0,72270.0,-0.1366120218579181
2024-01-15,70585.7421875,73900.0,74000.0,73200.0,73200.0,2957915,75315.0,72326.66666666667,1.0943912448700521
2024-01-16,69344.046875,72600.0,73700.0,72500.0,73500.0,14760415,75290.0,72378.33333333333,-1.7591339648173165
2024-01-17,67815.8125,71000.0,73300.0,71000.0,73100.0,22683660,75175.0,72415.0,-2.203856749311295
2024-01-18,68484.40625,71700.0,72000.0,70700.0,71600.0,17853397,75115.0,72470.0,0.9859154929577452
2024-01-19,71349.859375,74700.0,74700.0,73000.0,73500.0,23363427,75180.0,72573.33333333333,4.184100418410042
2024-01-22,71731.921875,75100.0,76000.0,75000.0,75900.0,19673375,75195.0,72691.66666666667,0.5354752342704217
2024-01-23,71827.453125,75200.0,75800.0,74300.0,75700.0,14786224,75205.0,72833.33333333333,0.13315579227697327
2024-01-24,70681.2578125,74000.0,75200.0,73500.0,75200.0,12860661,75110.0,72945.0,-1.5957446808510634
2024-01-25,70776.78125,74100.0,74800.0,73700.0,74200.0,11737747,74985.0,73058.33333333333,0.13513513513514486
2024-01-26,70108.1484375,73400.0,74500.0,73300.0,73700.0,11160062,74755.0,73166.66666666667,-0.9446693657219951
2024-01-29,71063.3203125,74400.0,75200.0,73500.0,73800.0,13976521,74550.0,73263.33333333333,1.3623978201634968
2024-01-30,70967.8125,74300.0,75300.0,73700.0,75000.0,12244418,74285.0,73340.0,-0.13440860215053752
2024-01-31,69439.5625,72700.0,74000.0,72500.0,73400.0,15703560,74070.0,73391.66666666667,-2.1534320323014833
2024-02-01,70299.1796875,73600.0,74200.0,72900.0,73000.0,19881033,73920.0,73436.66666666667,1.237964236588729
